brand,info,retailer,name,price,unbranded_name,sale_price,categories,tier,,,
Saint Laurent,"Synonymous with youth and modernity, luxury fashion house Saint Laurent was originally founded in 1961 by Algerian-born French couturier Yves Saint Laurent, as showcased by these brown calf suede harness-style strap boots. Featuring a side zip fastening, an almond toe, an ankle length and antique effect gold-tone hardware.",Farfetch,"Saint Laurent - harness-style strap boots - women - Calf Suede/Leather - 36, 37, 38, 39, 40, 38.5, 35.5, 37.5, 39.5 - Brown",995,"Saint Laurent - harness-style strap boots - women - Calf Suede/Leather - 36, 37, 38, 39, 40, 38.5, 35.5, 37.5, 39.5 - Brown",597,"{women_shoe,women_all,women_boots}",,,,
Versace,"Italian decadence at it finest, Versace continues to pay homage to iconic founder Gianni. Risk-taking and nostalgia make the perfect combination. Made in Italy, this black Greek Key embossed belt bag from Versace features metallic hardware, all-over embossed Greek Key motifs, a strap with tonal Greek Key detailing, a tonal Medusa motif to the front and a top zip closure.",Farfetch,Versace - Greek Key embossed belt bag - men - Nylon/Leather - One Size - Black,959,Versace - Greek Key embossed belt bag - men - Nylon/Leather - One Size - Black,480,"{men_accessory,men_all,men_belts}",,,,
Noor Fares,"Growing up surrounded by strong women, Noor Fares designs fine jewellery for ‘the woman who structures the world according to her own vision.’ She blends beautiful and unexpected raw materials, such as moonstones and rosewood, with her love of geometry to create visionary jewels for the modern woman. Crafted from 18kt yellow gold, these Rainbow Cone stud earrings feature a post and butterfly back fastening and are inlaid with tsavorites, sapphires, amethyst and diamonds. These earrings come as a pair.",Farfetch,Noor Fares - Rainbow Cone earrings - women - Diamond/18kt Yellow Gold/Amethyst/Tsavorite - One Size - Multicolour,1196,Noor Fares - Rainbow Cone earrings - women - Diamond/18kt Yellow Gold/Amethyst/Tsavorite - One Size - Multicolour,1196,,,,,
Gucci,Need to top off your look with a romantic note? Try on this white felt wide brim ribbon hat from Gucci that has a gorgeous satin trim and is inspired by the dramatic fashion show from the SS20 cruise collection.,Farfetch,Gucci - wide brim ribbon hat  - men - Satin Ribbon/Felt - M - NEUTRALS,1200,Gucci - wide brim ribbon hat  - men - Satin Ribbon/Felt - M - NEUTRALS,1200,"{men_accessory,men_all,men_hats}",,,,
Roland Mouret,Roland Mouret skirt in stretch knit with contrast stitch details down center front. Rise sits on natural waist. Fitted pencil silhouette. Midi length. Back slit hem. Exposed back zip. Viscose/acetate/spandex. Made in UK.,Bergdorf Goodman,Stitch-Front Zip-Back Fitted Midi Skirt,1095,Stitch-Front Zip-Back Fitted Midi Skirt,274,"{women_clothing,women_all,women_skirts}",,,,
Toteme,Long sleeve brushed wool-blend coat in beige. Notched lapel collar. Concealed double-breasted button closure at front. Padded shoulders. Welt pocket at waist. Fully lined. Supplier color: Light beige,SSENSE,Toteme Beige Wool Volterra Coat,1050,Toteme Beige Wool Volterra Coat,1050,"{women_clothing,women_all,women_coats_and_jackets}",,,,
Saint Laurent,"With a legacy built on luxurious hedonism, Parisian fashion house Saint Laurent exudes the seditious spirit of the times through classic tailored silhouettes and leatherwares. Crafted from land brown suede and leather the Wyatt 30 Jodhpur boots make a unique footwear piece with an almond toe. The high ankle cut is a pull-on style, accented by a wraparound buckle strap and finished with a low stacked heel, a leather insole and a leather sole.",Farfetch,Saint Laurent - Signtature Wyatt 30 Jodhpur boots - men - Suede/Leather - 40 - Brown,1045,Saint Laurent - Signtature Wyatt 30 Jodhpur boots - men - Suede/Leather - 40 - Brown,836,,,,,
Missoni,MISSONI MDN00210BK007W 93810 BLUE Cashmere/viscose/Cupro/Polyester,Farfetch,"Missoni - sleeveless sweater top - women - Viscose/Polyester/Cupro/Cashmere - 40, 44, 42, 46, 38 - Blue",980,"Missoni - sleeveless sweater top - women - Viscose/Polyester/Cupro/Cashmere - 40, 44, 42, 46, 38 - Blue",588,,,,,
Gucci,"Grained leather pouch in black. Detachable wristlet strap with lobster clasp fastening. Logo printed in beige, green, and red at face. D-ring hardware at side. Zip closure at main compartment. Leather logo flag at interior. Textile lining in beige. Antiqued gold-tone hardware. Approx. 12.5 length x 10 height x 1.5 width. Supplier color: Black",SSENSE,Gucci Black Logo Portfolio Pouch,1200,Gucci Black Logo Portfolio Pouch,1200,"{men_bag,men_all,men_pouch}",,,,
Miu Miu,"Miu Miu has been synonymous with luxury and expert design since its conception. The brand presents classic silhouettes and timeless accessories with an eclectic twist. Crafted from black Matelassé style calf leather, this mini-bag features a removable gold-tone chain strap, a top zip fastening, a gold-tone logo plaque and a removable pouch.",Farfetch,Miu Miu - Matelassé leather mini-bag - women - Calf Leather - One Size - Black,970,Miu Miu - Matelassé leather mini-bag - women - Calf Leather - One Size - Black,970,"{women_bag,women_all,women_clutches}",,,,
Vuarnet,"White Athabasca ski jacket from Vuarnet featuring a hood, a front zip fastening, front zipped pockets, contrasting side panels, long sleeves, thumb holes and Toray Derminax ™ high-tech material.",Farfetch,"Vuarnet - Athabasca ski jacket - women - Nylon/Polyester/Polyurethane - S, M, L, XL - White",1160,"Vuarnet - Athabasca ski jacket - women - Nylon/Polyester/Polyurethane - S, M, L, XL - White",1160,,,,,
Adam Lippes,"Gold-tone printed wide-leg trousers from Adam Lippes with a side zip fastening, an all-over print and a regular length. 100% Viscose Dry Clean Only Made in United States AD39R501-LEO",Kirna Zabete,High Wasted Satin Wide Leg Leopard Print Pants,1190,High Wasted Satin Wide Leg Leopard Print Pants,714,"{women_clothing,women_all,women_pants}",,,,
The Row,"Ashley and Mary-Kate Olsen, creators of The Row, deliver their take on the modern glass slipper. With their transparent heel and comfortable fabric, the Sock heels can be worn every day.",24S,Sock heels,1042.71,Sock heels,,"{women_shoe,women_all,women_slides}",,,,
Bloomingdale's,"Diamond Band Ring in 14K White Gold, .25 ct. t.w-Jewelry & Accessories",Bloomingdale's,"Diamond Band Ring in 14K White Gold, .25 ct. t.w.",1200,"Diamond Band Ring in 14K White Gold, .25 ct. t.w.",540,{women rings},,,,
Zoe Lev,"Zoe Lev 14K Yellow Gold Diamond Moon Medallion Necklace, 18-Jewelry & Accessories",Bloomingdale's,"Zoe Lev 14K Yellow Gold Diamond Moon Medallion Necklace, 18",995,"Zoe Lev 14K Yellow Gold Diamond Moon Medallion Necklace, 18",,"{women_accessory,women_all,women_necklaces}",,,,
Barrie,"Creating premium cashmere since 1903, Barrie supplies luxury knitwear to an array of the most prestigious fashion houses whilst also creating its own unique designs. Crafted from pure cashmere in an earthy khaki-green hue, this subtly textured Troisieme Dimension pullover has a cosy, relaxed fit, a ribbed turtleneck, hem and cuffs, as well as iconic 3D thistles along the sleeves that put a modern twist on this timeless staple.",Farfetch,"Barrie - Troisieme Dimension cashmere turtleneck pullover - women - Cashmere - S, XS, L - Green",1244,"Barrie - Troisieme Dimension cashmere turtleneck pullover - women - Cashmere - S, XS, L - Green",1244,,,,,
Mulberry,"Nightfall blue leather Millie small tote bag from Mulberry. Featuring an adjustable shoulder strap, gold-tone hardware, an embossed logo, a drawstring fastening, a hanging tassel and an internal logo stamp.",Farfetch,Mulberry - Millie small tote bag - women - Leather - One Size - Blue,1075,Mulberry - Millie small tote bag - women - Leather - One Size - Blue,1075,,,,,
rag & bone,Black lambskin and cotton blend skinny leather trousers from Rag & Bone.,Farfetch,"Rag & Bone - skinny leather trousers - women - Cotton/Spandex/Elastane/Lamb Skin - 28, 30, 27 - Black",1071,"Rag & Bone - skinny leather trousers - women - Cotton/Spandex/Elastane/Lamb Skin - 28, 30, 27 - Black",964,"{women_clothing,women_all,women_pants}",,,,
Roland Mouret,ROLAND MOURET PW19S0739F0355 Black/Navy viscose/Acetate/Spandex/Elastane,Farfetch,"Roland Mouret - flared trousers - women - Spandex/Elastane/Acetate/Viscose - 10, 16 - Black",1120,"Roland Mouret - flared trousers - women - Spandex/Elastane/Acetate/Viscose - 10, 16 - Black",1064,,,,,
Camiel Fortgens,"White wool and cotton blend snap button jacket from Camiel Fortgens featuring a stand up collar, long sleeves, two front pockets and a short length.",Farfetch,"Camiel Fortgens - snap button jacket - men - Cotton/Wool - M, L - White",1050,"Camiel Fortgens - snap button jacket - men - Cotton/Wool - M, L - White",1050,,,,,
Balenciaga,Balenciaga shirt in ribbed-knit with allover logo print. Crew neckline. Long sleeves. Fitted. Hem hits hips. Pullover style. Cotton. Imported.,Bergdorf Goodman,Long-Sleeve Logo-Print Ribbed Tee,1190,Long-Sleeve Logo-Print Ribbed Tee,714,"{women_clothing,women_tops,women_all}",,,,
Saint Laurent,"Founded in 1961 by innovative designer Yves Saint Laurent, French luxury fashion house Saint Laurent fuses expert craftsmanship with the label’s signature rock 'n' roll flair. Set to elevate any after-dark ensemble, these black patent leather Opyum 100 pumps feature a pointed toe, an ankle strap with a side buckle fastening, a branded insole and a YSL monogram logo heel.",Farfetch,"Saint Laurent - Opyum 100mm pumps - women - Calf Leather/Leather/Patent Leather - 36, 36.5, 37, 37.5, 38, 39, 40, 41 - Black",995,"Saint Laurent - Opyum 100mm pumps - women - Calf Leather/Leather/Patent Leather - 36, 36.5, 37, 37.5, 38, 39, 40, 41 - Black",995,,,,,
Dsquared2,"Make a statement with this multicoloured cotton tie-dye print sweatshirt from DSQUARED2. Featuring a ribbed crew neck, dropped shoulders, long sleeves, ribbed cuffs, a printed logo to the front, a straight hem and a relaxed fit.",Farfetch,"Dsquared2 - tie-dye print sweatshirt - men - Cotton - M, S, XS, L, XL - Black",1170,"Dsquared2 - tie-dye print sweatshirt - men - Cotton - M, S, XS, L, XL - Black",585,"{men_clothing,men_all,men_sweatshirts}",,,,
Fendi,Ankle-high polished calfskin boots in black. Round toe. Tonal lace-up closure. Padded collar. Canvas trim in brown with tonal jacquard logo pattern at heel collar. Brown leather heel tab featuring reflective logo pattern in silver-tone. Foam rubber platform midsole with logo embossed at heel. Transparent rubber trim at treaded rubber outsole in black and white. Approx. 2 platform. Supplier color: Black,SSENSE,Fendi Black Forever Fendi Hybrid Hiker Boots,990,Fendi Black Forever Fendi Hybrid Hiker Boots,990,"{men_boots,men_shoe,men_all}",,,,
MSGM,MSGM 2742MDC123Y195750 99 BLACK/RED Virgin Wool/Polyamide/viscose/Acetate,Farfetch,"MSGM - oversized coat - women - Polyamide/Acetate/Viscose/Virgin Wool - 38, 40, 42 - Black",1235,"MSGM - oversized coat - women - Polyamide/Acetate/Viscose/Virgin Wool - 38, 40, 42 - Black",988,,,,,
Haider Ackermann,"White silk cut out detail blouse from Haider Ackermann featuring a round neck, a cut out detail, long sleeves and a straight hem.",Farfetch,"Haider Ackermann - cut out detail blouse - women - Silk - 38, 34 - White",1100,"Haider Ackermann - cut out detail blouse - women - Silk - 38, 34 - White",550,,,,,
VALENTINO,Pyramid studs multiply the shine on a much-beloved pointy-toe pump crafted from shimmering metallic leather. Style Name: Valentino Garavani Rockstud T-Strap Pump (Women). Style Number: 5429303 3. Available in stores.,NORDSTROM,"Women's Valentino Garavani Rockstud T-Strap Pump, Size 6.5US / 36.5EU - Metallic",1045,"Women's Valentino Garavani Rockstud T-Strap Pump, Size 6.5US / 36.5EU - Metallic",626.98,"{women_shoe,women_all,women_pumps}",,,,
Thom Browne,"Launched in 2003, Thom Browne is internationally celebrated for its clean-cut silhouettes and couture-like sensibilities, as showcased with these black leather curved high heel longwing brogues. Featuring a pointed toe, brogue detailing, a lace-up front fastening and a pull tab at the rear.",Farfetch,"Thom Browne - Curved Heel Longwing Brogues - women - Leather - 36, 38, 35, 36,5, 37, 37,5, 38,5, 40 - Black",990,"Thom Browne - Curved Heel Longwing Brogues - women - Leather - 36, 38, 35, 36,5, 37, 37,5, 38,5, 40 - Black",990,"{women_shoe,women_all,women_sneakers}",,,,
Manolo Blahnik,"Manolo Blahnik ""Dream"" satin mules with crystal ornament detail. 2"" covered pedestal heel. Pointed toe. Slide-on style. Leather lining and sole. Made in Italy.",Bergdorf Goodman,Dream Embellished Satin Mules,985,Dream Embellished Satin Mules,,"{women_shoe,women_all,women_mules}",,,,
Loloi,"Loloi Dreamscape Dm-05 Area Rug, 7'10 x 11'-Home",Bloomingdale's,"Loloi Dreamscape Dm-05 Area Rug, 7'10 x 11'",1212,"Loloi Dreamscape Dm-05 Area Rug, 7'10 x 11'",909,"{women_clothing,women_all,women_activewear,men_clothing,men_all,men_swimwear}",,,,
Brunello Cucinelli,"Navy virgin wool blend cropped slim fi trousers from Brunello Cucinelli featuring a mid rise, a button and zip fly, a waistband with belt loops, side pockets, back pockets and monili detailing.",Farfetch,Brunello Cucinelli - cropped slim fi trousers - women - Spandex/Elastane/Polyamide/Virgin Wool - 46 - Blue,995,Brunello Cucinelli - cropped slim fi trousers - women - Spandex/Elastane/Polyamide/Virgin Wool - 46 - Blue,995,"{women_clothing,women_all,women_pants}",,,,
Fendi,FFreedom slingback court shoes,Farfetch,"Fendi - FFreedom slingback court shoes - women - Cotton/Lamb Skin/Acrylonitrile Butadiene Styrene (ABS)/Resin - 38,5, 38, 39, 40, 37,5, 36, 37 - NE...",990,"Fendi - FFreedom slingback court shoes - women - Cotton/Lamb Skin/Acrylonitrile Butadiene Styrene (ABS)/Resin - 38,5, 38, 39, 40, 37,5, 36, 37 - NE...",990,"{women_shoe,women_all,women_pumps}",,,,
Moschino,"The carefree Moschino mode is defined by classic Italian leather craft imbibed with a sense of pop culture extravagance and humour.  Moschino's AW18 Collection is characterised by a rebellious attitude, a youthful aesthetic and iconic logos as showcased in this fun yet elegant shirt. Cut in a loose silhouette and embellished with a head-turning safety pin print, this black and white shirt boats a classic collar, a front button fastening, long sleeves, button cuffs and a curved hem.",Farfetch,Moschino - safety pin print shirt  - women - Viscose/Silk - 44 - White,1102,Moschino - safety pin print shirt  - women - Viscose/Silk - 44 - White,1102,"{women_clothing,women_all,women_tops}",,,,
